,importance
AL_182,0.0
AA_2_I,0.0
AA_2_C,0.0
BIO_alblk22_max,0.0
BIO_alblk21_max,0.0
AL_173,0.0
AL_269,0.0
BIO_alblk62_max,0.0
AL_248,0.0
AL_213,0.0
BIO_alblk05_std,0.0
AL_233,0.0
AL_249,0.0
AL_268,0.0
AL_195,0.0
AA_2_F,0.0
AA_2_E,0.0
AL_191,0.0
AA_2_G,0.0
AL_267,0.0
AL_200,0.0
AL_273,0.0
AL_155,0.0
AL_110,0.0
BIO_alblk53_max,0.0
AL_122,0.0
AL_149,0.0
BIO_alblk52_max,0.0
BIO_alblk51_max,0.0
BIO_alblk23_max,0.0
AL_137,0.0
AL_131,0.0
BIO_alblk08_max,0.0
BIO_alblk25_max,0.0
BIO_alblk26_max,0.0
AL_128,0.0
AL_134,0.0
BIO_alblk34_max,0.0
BIO_alblk35_max,0.0
AA_1_I,0.0
AL_280,0.0
AL_276,0.0
BIO_alblk40_max,0.0
AL_101,0.0
BIO_alblk42_max,0.0
AL_119,0.0
AL_107,0.0
AL_80,0.0
AL_293,0.0
AA_1_C,0.0
AL_285,0.0
