,importance
AL_233,0.00046506738698225727
AA_2_M,0.000319610763705177
BIO_alblk59_max,0.0002724311773168262
AA_2_V,0.00020140411954762584
AL_272,8.106646187198459e-05
BIO_alblk47_max,0.0
AL_231,0.0
BIO_alblk52_max,0.0
AL_240,0.0
BIO_alblk23_max,0.0
BIO_alblk57_max,0.0
AL_173,0.0
AL_164,0.0
AA_1_E,0.0
AA_2_Q,0.0
BIO_alblk51_max,0.0
AA_2_P,0.0
AA_1_Y,0.0
AA_1_Q,0.0
AA_1_S,0.0
AA_1_T,0.0
AA_1_W,0.0
AA_1_R,0.0
AA_1_M,0.0
AA_1_N,0.0
AA_2_N,0.0
AA_2_F,0.0
AA_2_C,0.0
AA_2_I,0.0
AA_2_K,0.0
AA_2_Y,0.0
AA_2_G,0.0
AA_2_H,0.0
AL_292,0.0
AL_116,0.0
BIO_alblk20_max,0.0
AL_284,0.0
AL_280,0.0
BIO_alblk61_max,0.0
AA_2_S,0.0
AL_197,0.0
AL_208,0.0
BIO_alblk27_max,0.0
AL_80,0.0
AL_248,0.0
AL_195,0.0
BIO_alblk48_max,0.0
BIO_alblk28_max,0.0
AL_44,0.0
