,importance
BIO_alblk50_mean,0.02280461826465064
AL_232,0.022767667327289784
AL_35,0.02273086125683498
AL_113,0.02272961722807545
AL_332,0.022609307901309113
AL_205,0.022542577809592464
AL_95,0.02177752519342794
BIO_alblk06_mean,0.02149322603141565
AL_196,0.021369071294440357
AL_275,0.021124050110602147
BIO_alblk18_std,0.020943882442267255
AL_31,0.020410114505997952
AL_115,0.019592102798594087
AL_200,0.019453120441126896
AL_27,0.01924989841075848
BIO_alblk55_mean,0.01909155083532546
AL_170,0.018640566742379024
BIO_alblk17_std,0.01848119648324018
AL_163,0.018316893140031404
AL_229,0.018292833370968896
BIO_alblk34_max,0.018268564042680572
AL_265,0.018098222723523957
BIO_alblk24_max,0.018095335362781483
CAT_2,0.017030479378627082
AL_103,0.01563809399894219
AL_235,0.015274266262424906
AL_180,0.015192890560533934
AL_238,0.01516200535420283
AL_104,0.01504966955521286
AL_87,0.014581679655378007
AL_257,0.014466549153242653
AL_105,0.014448915496232603
AL_259,0.014283547286546206
BIO_alblk06_std,0.014210365023516492
BIO_alblk45_std,0.014148076375179128
AL_153,0.013881449839254684
AL_203,0.013613008671366843
AL_30,0.013514542982731961
AL_198,0.013328510139821692
AL_278,0.012489096049183518
AA_2_S,0.012333200142184553
BIO_alblk49_mean,0.012128521118651394
AL_152,0.011831973999137298
AL_129,0.011555779315589721
AL_237,0.011549900826533002
AL_144,0.01140519949160571
AL_248,0.01116450507550595
AL_236,0.01080197385752147
AL_288,0.010082894231045608
AL_225,0.010052684201215656
AL_89,0.009623303403076905
AL_110,0.009556033825696105
AL_245,0.009372353523606342
BIO_alblk31_mean,0.009217755783284818
AL_207,0.009167168340308975
AL_233,0.008993860487887218
AL_250,0.008512154516140423
BIO_alblk47_std,0.008150256829671914
BIO_alblk33_max,0.008001838691084628
AA_2_Q,0.00745739393483677
AL_32,0.00724880166405544
BIO_alblk15_max,0.007094795640498999
AL_272,0.007056178497954299
AL_34,0.007029961836786286
AA_1_F,0.00692707510154332
AL_116,0.006888624226098952
BIO_alblk20_max,0.006883641586974643
AL_131,0.006544998702762249
AL_137,0.005845881830327441
AA_2_T,0.005213830172832249
AL_167,0.005026745254829928
BIO_alblk53_mean,0.0044340538960884095
AA_2_W,0.00435670972146193
AL_143,0.004238503748013878
AL_240,0.0029894928694521863
AA_2_Y,0.0028377920382757866
BIO_alblk46_max,0.0022067486894914302
AL_253,0.0021813290560718157
AL_134,0.001998559135214944
BIO_alblk54_mean,0.0018819690029497898
AA_1_T,0.001535827856945046
AA_1_V,0.0013891939783040607
BIO_alblk08_max,0.0012092036077680159
BIO_alblk55_max,0.0011377447975091156
AL_182,0.0008792084028240319
AL_263,0.0007730801395551916
AA_1_Q,0.0005797638885333042
AL_255,0.0005656847031986293
AL_283,0.0004271812879107599
CAT_6,0.0001957985059698828
AA_1_C,0.0001828193679981796
AA_2_RI,7.460138982876146e-05
BIO_alblk39_max,5.328967771101232e-06
AL_125,0.0
BIO_alblk31_max,0.0
AL_179,0.0
AL_176,0.0
BIO_alblk52_max,0.0
BIO_alblk51_max,0.0
BIO_alblk40_max,0.0
BIO_alblk46_mean,0.0
BIO_alblk48_max,0.0
BIO_alblk32_max,0.0
BIO_alblk53_max,0.0
AL_128,0.0
AA_1_G,0.0
AL_269,0.0
AL_280,0.0
AL_292,0.0
AL_324,0.0
AL_307,0.0
AL_312,0.0
AL_316,0.0
AL_276,0.0
AL_161,0.0
AL_155,0.0
BIO_alblk49_max,0.0
AA_2_R,0.0
AA_2_P,0.0
AA_2_N,0.0
AA_2_M,0.0
AA_2_I,0.0
AA_2_K,0.0
AA_2_F,0.0
AA_2_E,0.0
AA_1_Y,0.0
AA_2_D,0.0
AA_2_A,0.0
AL_267,0.0
AA_1_M,0.0
AA_1_N,0.0
AA_1_P,0.0
AA_1_SV,0.0
AA_1_E,0.0
AA_1_I,0.0
AA_1_H,0.0
AA_1_K,0.0
AL_122,0.0
AL_244,0.0
BIO_alblk60_max,0.0
AL_119,0.0
AL_107,0.0
AA_2_V,0.0
AL_47,0.0
AL_146,0.0
AL_149,0.0
AL_140,0.0
AL_252,0.0
AL_256,0.0
AL_101,0.0
BIO_alblk59_max,0.0
BIO_alblk54_max,0.0
BIO_alblk26_max,0.0
AL_212,0.0
AL_220,0.0
BIO_alblk25_max,0.0
AL_208,0.0
AL_204,0.0
AL_231,0.0
BIO_alblk18_max,0.0
BIO_alblk41_max,0.0
BIO_alblk21_max,0.0
BIO_alblk22_max,0.0
BIO_alblk42_max,0.0
BIO_alblk23_max,0.0
AL_227,0.0
AL_80,0.0
BIO_alblk27_max,0.0
BIO_alblk47_max,0.0
AL_195,0.0
BIO_alblk28_max,0.0
BIO_alblk43_max,0.0
AL_197,0.0
BIO_alblk30_max,0.0
BIO_alblk29_max,0.0
AL_191,0.0
BIO_alblk35_max,0.0
BIO_alblk38_max,0.0
BIO_alblk45_max,0.0
AL_299,0.0
AL_164,0.0
